Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG
Manuel Lazzari,ITA,DF,Lazio,Serie A,26,1993,29.0,2,24,6,25.0,0.83,0.21,0.08,0.33,19.1,0,0,0,2.2,2.2,0.09,-0.2,-0.2
Jérémy Le Douaron,FRA,FW,Brest,Ligue 1,22,1998,9.1,1,13,7,53.8,1.43,0.77,0.08,0.14,12.7,0,0,0,1.7,1.7,0.13,-0.7,-0.7
Enzo Le Fée,FRA,MF,Lorient,Ligue 1,20,2000,20.2,0,32,5,15.6,1.59,0.25,0.00,0.00,26.3,5,0,0,1.2,1.2,0.04,-1.2,-1.2
Vincent Le Goff,FRA,DF,Lorient,Ligue 1,30,1989,25.6,0,9,4,44.4,0.35,0.16,0.00,0.00,19.3,0,0,0,0.3,0.3,0.03,-0.3,-0.3
Maxime Le Marchand,FRA,DF,Fulham,Premier League,30,1989,1.4,0,1,0,0.0,0.73,0.00,0.00,,33.0,0,0,0,0.0,0.0,0.01,0.0,0.0
Robin Le Normand,FRA,DF,Real Sociedad,La Liga,23,1996,30.5,0,17,1,5.9,0.56,0.03,0.00,0.00,10.7,0,0,0,2.0,2.0,0.12,-2.0,-2.0
Damien Le Tallec,FRA,MF,Montpellier,Ligue 1,30,1990,13.6,0,12,3,25.0,0.88,0.22,0.00,0.00,10.8,0,0,0,1.3,1.3,0.11,-1.3,-1.3
James Lea Siliki,CMR,MF,Rennes,Ligue 1,24,1996,2.8,0,6,1,16.7,2.12,0.35,0.00,0.00,21.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Rafael Leão,POR,FW,Milan,Serie A,21,1999,21.4,6,43,20,46.5,2.01,0.94,0.14,0.30,15.8,0,0,0,5.7,5.7,0.13,+0.3,+0.3
Jean-Louis Leca,FRA,GK,Lens,Ligue 1,34,1985,36.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mathew Leckie,AUS,FW,Hertha BSC,Bundesliga,29,1991,5.6,0,2,1,50.0,0.36,0.18,0.00,0.00,9.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Benjamin Lecomte,FRA,GK,Monaco,Ligue 1,29,1991,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jeremías Ledesma,ARG,GK,Cádiz,La Liga,27,1993,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Pierre Lees-Melou,FRA,MF,Nice,Ligue 1,27,1993,22.9,4,42,12,28.6,1.83,0.52,0.07,0.25,20.1,0,1,1,4.3,3.6,0.09,-0.3,-0.6
Lucas Leiva,BRA,MF,Lazio,Serie A,33,1987,23.7,0,12,3,25.0,0.51,0.13,0.00,0.00,23.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4
Florian Lejeune,FRA,DF,Alavés,La Liga,29,1991,33.5,1,23,6,26.1,0.69,0.18,0.04,0.17,18.2,5,0,0,2.2,2.2,0.11,-1.2,-1.2
Iñigo Lekue,ESP,DF,Athletic Club,La Liga,27,1993,7.2,0,2,1,50.0,0.28,0.14,0.00,0.00,25.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,24,1995,15.2,1,23,10,43.5,1.52,0.66,0.04,0.10,20.7,2,0,0,1.3,1.3,0.06,-0.3,-0.3
Mario Lemina,GAB,MF,Fulham,Premier League,26,1993,18.9,1,18,2,11.1,0.95,0.11,0.06,0.50,23.6,0,0,0,0.9,0.9,0.05,+0.1,+0.1
Fabien Lemoine,FRA,MF,Lorient,Ligue 1,33,1987,21.5,1,17,3,17.6,0.79,0.14,0.06,0.33,23.1,1,0,0,1.0,1.0,0.06,0.0,0.0
Clément Lenglet,FRA,DF,Barcelona,La Liga,25,1995,27.5,1,11,5,45.5,0.40,0.18,0.09,0.20,13.0,0,0,0,1.4,1.4,0.13,-0.4,-0.4
Bernd Leno,GER,GK,Arsenal,Premier League,28,1992,34.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Christopher Lenz,GER,DF,Union Berlin,Bundesliga,25,1994,25.0,0,16,6,37.5,0.64,0.24,0.00,0.00,21.2,0,0,0,0.9,0.9,0.06,-0.9,-0.9
Pedro León,ESP,MF,Eibar,La Liga,33,1986,10.4,1,20,6,30.0,1.93,0.58,0.05,0.17,24.6,5,0,0,1.3,1.3,0.06,-0.3,-0.3
Sergio León,ESP,FW,Levante,La Liga,31,1989,8.3,2,19,5,26.3,2.29,0.60,0.11,0.40,13.8,0,0,0,2.3,2.3,0.13,-0.3,-0.3
Lukas Lerager,DEN,MF,Genoa,Serie A,27,1993,12.9,0,5,2,40.0,0.39,0.16,0.00,0.00,15.9,0,0,0,0.5,0.5,0.11,-0.5,-0.5
Mehdi Léris,FRA,DF,Sampdoria,Serie A,22,1998,4.3,0,2,1,50.0,0.47,0.23,0.00,0.00,14.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Khanya Leshabela,RSA,MF,Leicester City,Premier League,20,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Karlo Letica,CRO,GK,Sampdoria,Serie A,23,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Gaetano Letizia,ITA,DF,Benevento,Serie A,30,1990,17.4,3,13,7,53.8,0.75,0.40,0.23,0.43,22.4,0,0,0,0.4,0.4,0.03,+2.6,+2.6
Robert Lewandowski,POL,FW,Bayern Munich,Bundesliga,31,1988,27.3,41,130,56,43.1,4.76,2.05,0.25,0.59,13.3,5,8,9,31.6,24.7,0.19,+9.4,+8.3
Jamal Lewis,NIR,DF,Newcastle Utd,Premier League,22,1998,20.4,0,3,1,33.3,0.15,0.05,0.00,0.00,18.7,0,0,0,0.2,0.2,0.07,-0.2,-0.2
Aaron Leya Iseka,BEL,FW,Metz,Ligue 1,22,1997,11.2,4,18,6,33.3,1.61,0.54,0.11,0.33,14.8,0,2,3,4.7,2.4,0.13,-0.7,-0.4
Yanis Lhery,FRA,MF,Saint-Étienne,Ligue 1,17,2003,0.3,0,1,0,0.0,3.00,0.00,0.00,,25.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Dimitri Liénard,FRA,MF,Strasbourg,Ligue 1,32,1988,20.3,2,28,8,28.6,1.38,0.39,0.04,0.13,27.8,8,1,2,2.8,1.1,0.04,-0.8,-0.1
Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,24,1996,33.3,4,10,4,40.0,0.30,0.12,0.40,1.00,7.3,0,0,0,2.1,2.1,0.21,+1.9,+1.9
Matthijs de Ligt,NED,DF,Juventus,Serie A,20,1999,24.7,1,19,6,31.6,0.77,0.24,0.05,0.17,11.4,0,0,0,1.1,1.1,0.06,-0.1,-0.1
Isaac Lihadji,FRA,MF,Lille,Ligue 1,18,2002,2.2,0,4,2,50.0,1.84,0.92,0.00,0.00,13.0,0,0,0,0.6,0.6,0.16,-0.6,-0.6
Dimitris Limnios,GRE,MF,Köln,Bundesliga,22,1998,4.2,0,6,3,50.0,1.43,0.71,0.00,0.00,17.3,1,0,0,0.6,0.6,0.10,-0.6,-0.6
Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,26,1994,28.7,1,4,1,25.0,0.14,0.03,0.25,1.00,5.9,0,0,0,0.7,0.7,0.17,+0.3,+0.3
Karol Linetty,POL,MF,Torino,Serie A,25,1995,20.4,1,7,3,42.9,0.34,0.15,0.14,0.33,17.1,0,0,0,0.8,0.8,0.11,+0.2,+0.2
Jesse Lingard,ENG,MF,West Ham,Premier League,27,1992,15.8,9,40,20,50.0,2.53,1.27,0.20,0.40,20.9,1,1,2,5.1,3.4,0.09,+3.9,+4.6
Pol Lirola,ESP,DF,Fiorentina,Serie A,22,1997,5.5,0,2,0,0.0,0.36,0.00,0.00,,9.3,0,0,0,0.2,0.2,0.09,-0.2,-0.2
Pol Lirola,ESP,DF,Marseille,Ligue 1,22,1997,17.3,2,10,4,40.0,0.58,0.23,0.20,0.50,14.4,0,0,0,1.6,1.6,0.16,+0.4,+0.4
Jake Livermore,ENG,MF,West Brom,Premier League,30,1989,13.8,0,5,0,0.0,0.36,0.00,0.00,,19.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Diego Llorente,ESP,DF,Leeds United,Premier League,26,1993,13.4,1,8,3,37.5,0.60,0.22,0.13,0.33,16.4,0,0,0,0.7,0.7,0.09,+0.3,+0.3
Diego Llorente,ESP,DF,Real Sociedad,La Liga,26,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Fernando Llorente,ESP,FW,Udinese,Serie A,35,1985,7.9,1,11,5,45.5,1.39,0.63,0.09,0.20,9.7,0,0,0,1.3,1.3,0.13,-0.3,-0.3
Fernando Llorente,ESP,FW,Napoli,Serie A,35,1985,0.6,0,2,0,0.0,3.46,0.00,0.00,,8.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Marcos Llorente,ESP,MF,Atlético Madrid,La Liga,25,1995,32.8,12,49,22,44.9,1.49,0.67,0.24,0.55,17.8,0,0,0,4.3,4.3,0.09,+7.7,+7.7
Hugo Lloris,FRA,GK,Tottenham,Premier League,33,1986,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Giovani Lo Celso,ARG,MF,Tottenham,Premier League,24,1996,10.5,1,15,5,33.3,1.43,0.48,0.07,0.20,17.8,1,0,0,1.2,1.2,0.08,-0.2,-0.2
Stanislav Lobotka,SVK,MF,Napoli,Serie A,25,1994,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Manuel Locatelli,ITA,MF,Sassuolo,Serie A,22,1998,32.0,4,41,9,22.0,1.28,0.28,0.05,0.22,21.0,6,2,2,4.1,2.6,0.06,-0.1,-0.6
Renan Lodi,BRA,DF,Atlético Madrid,La Liga,22,1998,12.5,1,12,4,33.3,0.96,0.32,0.08,0.25,18.7,0,0,0,0.7,0.7,0.06,+0.3,+0.3
Ruben Loftus-Cheek,ENG,MF,Fulham,Premier League,24,1996,21.2,1,37,8,21.6,1.74,0.38,0.03,0.13,15.1,0,0,0,3.1,3.1,0.08,-2.1,-2.1
Ruben Loftus-Cheek,ENG,FW,Chelsea,Premier League,24,1996,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Niklas Lomb,GER,GK,Leverkusen,Bundesliga,27,1993,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kevin Long,IRL,DF,Burnley,Premier League,29,1990,7.1,0,2,0,0.0,0.28,0.00,0.00,,8.3,0,0,0,0.3,0.3,0.15,-0.3,-0.3
Shane Long,IRL,FW,Southampton,Premier League,33,1987,2.3,0,2,1,50.0,0.86,0.43,0.00,0.00,19.1,0,0,0,0.0,0.0,0.02,0.0,0.0
Matthew Longstaff,ENG,MF,Newcastle Utd,Premier League,20,2000,4.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,22,1997,15.7,0,15,5,33.3,0.96,0.32,0.00,0.00,18.7,1,0,0,1.4,1.4,0.09,-1.4,-1.4
Ademola Lookman,NGA,FW,Fulham,Premier League,22,1997,30.5,4,68,21,30.9,2.23,0.69,0.06,0.19,17.1,3,0,1,5.5,4.8,0.07,-1.5,-0.8
Anthony Lopes,POR,GK,Lyon,Ligue 1,29,1990,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Rony Lopes,POR,FW,Nice,Ligue 1,24,1995,19.8,3,41,16,39.0,2.07,0.81,0.07,0.19,18.4,3,0,0,3.2,3.2,0.08,-0.2,-0.2
Adrián López,ESP,FW,Osasuna,La Liga,32,1988,5.3,1,10,2,20.0,1.87,0.37,0.10,0.50,14.6,0,0,0,1.3,1.3,0.13,-0.3,-0.3
Javi López,ESP,DF,Alavés,La Liga,18,2002,2.8,0,1,1,100.0,0.36,0.36,0.00,0.00,17.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1
Maxime Lopez,FRA,FW,Marseille,Ligue 1,22,1997,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Maxime Lopez,FRA,MF,Sassuolo,Serie A,22,1997,20.7,2,11,4,36.4,0.53,0.19,0.18,0.50,18.0,0,0,0,1.6,1.6,0.15,+0.4,+0.4
Pedro López Muñoz,ESP,DF,Huesca,La Liga,36,1983,11.9,0,3,0,0.0,0.25,0.00,0.00,,22.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Pau López,ESP,GK,Roma,Serie A,25,1994,20.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Roberto López,ESP,MF,Real Sociedad,La Liga,20,2000,5.6,3,14,4,28.6,2.50,0.71,0.21,0.75,23.7,2,0,0,1.0,1.0,0.07,+2.0,+2.0
Unai López,ESP,MF,Athletic Club,La Liga,24,1995,15.8,3,25,11,44.0,1.58,0.70,0.12,0.27,25.4,5,0,0,1.2,1.2,0.05,+1.8,+1.8
Dion Lopy,SEN,MF,Reims,Ligue 1,18,2002,2.8,0,3,0,0.0,1.05,0.00,0.00,,20.5,0,0,0,0.2,0.2,0.07,-0.2,-0.2
Jordan Lotomba,SUI,DF,Nice,Ligue 1,21,1998,23.6,1,7,2,28.6,0.30,0.08,0.14,0.50,21.1,0,0,0,0.4,0.4,0.05,+0.6,+0.6
Adrien Louveau,FRA,DF,Lens,Ligue 1,20,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Imran Louza,MAR,MF,Nantes,Ligue 1,21,1999,26.4,7,31,10,32.3,1.17,0.38,0.06,0.20,27.5,4,5,5,5.8,2.0,0.07,+1.2,0.0
Matteo Lovato,ITA,DF,Hellas Verona,Serie A,20,2000,15.4,0,1,0,0.0,0.06,0.00,0.00,,7.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Max Lowe,ENG,DF,Sheffield Utd,Premier League,23,1997,6.1,0,2,1,50.0,0.33,0.16,0.00,0.00,23.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Eduard Löwen,GER,MF,Hertha BSC,Bundesliga,23,1997,0.9,0,1,0,0.0,1.06,0.00,0.00,,19.1,0,0,0,0.0,0.0,0.04,0.0,0.0
Matthew Lowton,ENG,DF,Burnley,Premier League,31,1989,34.0,1,21,4,19.0,0.62,0.12,0.05,0.25,23.9,0,0,0,0.7,0.7,0.03,+0.3,+0.3
Anthony Lozano,HON,FW,Cádiz,La Liga,27,1993,16.9,3,36,15,41.7,2.13,0.89,0.08,0.20,13.0,0,0,0,5.4,5.4,0.15,-2.4,-2.4
Hirving Lozano,MEX,FW,Napoli,Serie A,25,1995,21.8,11,59,27,45.8,2.70,1.24,0.19,0.41,15.2,0,0,0,7.8,7.8,0.13,+3.2,+3.2
Jan Luca Schuler,GER,FW,Schalke 04,Bundesliga,21,1999,0.4,0,1,0,0.0,2.25,0.00,0.00,,13.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Jean Lucas,BRA,MF,Lyon,Ligue 1,22,1998,1.9,0,5,0,0.0,2.62,0.00,0.00,,25.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Jean Lucas,BRA,MF,Brest,Ligue 1,22,1998,11.2,0,20,5,25.0,1.78,0.45,0.00,0.00,24.7,5,0,0,1.1,1.1,0.05,-1.1,-1.1
Anderson Lucoqui,ANG,DF,Arminia,Bundesliga,23,1997,17.8,0,8,2,25.0,0.45,0.11,0.00,0.00,28.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Jeison Lucumí,COL,FW,Elche,La Liga,25,1995,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kilian Ludewig,GER,DF,Schalke 04,Bundesliga,20,2000,5.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Florentino Luís,POR,MF,Monaco,Ligue 1,20,1999,2.7,0,1,0,0.0,0.37,0.00,0.00,,9.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1
José Luis Gayà,ESP,DF,Valencia,La Liga,25,1995,31.6,1,22,5,22.7,0.70,0.16,0.05,0.20,17.9,2,0,0,1.9,1.9,0.09,-0.9,-0.9
José Luis Morales,ESP,FW,Levante,La Liga,33,1987,27.1,13,57,26,45.6,2.10,0.96,0.23,0.50,16.2,1,0,1,8.3,7.5,0.13,+4.7,+5.5
José Luis Palomino,ARG,DF,Atalanta,Serie A,30,1990,27.0,1,4,1,25.0,0.15,0.04,0.25,1.00,26.8,0,0,0,0.4,0.4,0.10,+0.6,+0.6
Luisinho,POR,DF,Huesca,La Liga,35,1985,2.0,0,1,0,0.0,0.50,0.00,0.00,,32.3,0,0,0,0.0,0.0,0.02,0.0,0.0
Luismi,ESP,MF,Elche,La Liga,28,1992,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
David Luiz,BRA,DF,Arsenal,Premier League,33,1987,15.5,1,15,2,13.3,0.97,0.13,0.07,0.50,17.5,3,0,0,0.9,0.9,0.06,+0.1,+0.1
Douglas Luiz,BRA,MF,Aston Villa,Premier League,22,1998,30.9,0,26,7,26.9,0.84,0.23,0.00,0.00,22.4,1,0,0,1.5,1.5,0.06,-1.5,-1.5
Romelu Lukaku,BEL,FW,Inter,Serie A,27,1993,32.0,24,89,42,47.2,2.78,1.31,0.20,0.43,13.7,1,6,6,22.3,17.8,0.20,+1.7,+0.2
Dodi Lukebakio,BEL,FW,Hertha BSC,Bundesliga,22,1997,20.6,5,41,18,43.9,1.99,0.87,0.07,0.17,15.1,1,2,2,6.9,5.3,0.13,-1.9,-2.3
Saša Lukić,SRB,MF,Torino,Serie A,23,1996,23.4,3,19,7,36.8,0.81,0.30,0.16,0.43,16.4,0,0,0,2.0,2.0,0.11,+1.0,+1.0
Senad Lulić,BIH,DF,Lazio,Serie A,34,1986,8.0,0,6,3,50.0,0.75,0.38,0.00,0.00,16.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4
John Lundstram,ENG,MF,Sheffield Utd,Premier League,26,1994,22.6,0,19,4,21.1,0.84,0.18,0.00,0.00,23.2,1,0,1,2.0,1.3,0.07,-2.0,-1.3
Sebastiano Luperto,ITA,DF,Crotone,Serie A,23,1996,20.9,0,5,1,20.0,0.24,0.05,0.00,0.00,18.5,0,0,0,0.7,0.7,0.13,-0.7,-0.7
Andreas Luthe,GER,GK,Union Berlin,Bundesliga,33,1987,30.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Lyanco,BRA,DF,Torino,Serie A,23,1997,21.8,0,12,3,25.0,0.55,0.14,0.00,0.00,19.6,0,0,0,0.8,0.8,0.06,-0.8,-0.8
Charalambos Lykogiannis,GRE,DF,Cagliari,Serie A,26,1993,26.9,4,28,7,25.0,1.04,0.26,0.14,0.57,20.3,9,0,0,1.9,1.9,0.07,+2.1,+2.1
Yann M'Vila,FRA,MF,Saint-Étienne,Ligue 1,30,1990,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Alexis Mac Allister,ARG,MF,Brighton,Premier League,21,1998,12.4,1,26,3,11.5,2.10,0.24,0.04,0.33,21.4,1,0,0,1.1,1.1,0.04,-0.1,-0.1
Darwin Machís,VEN,FW,Granada,La Liga,27,1993,22.5,4,47,20,42.6,2.09,0.89,0.09,0.20,21.2,5,0,1,4.9,4.1,0.09,-0.9,-0.1
Tim Maciejewski,GER,MF,Union Berlin,Bundesliga,19,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Luca Mack,GER,MF,Stuttgart,Bundesliga,20,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Yvann Macon,FRA,DF,Saint-Étienne,Ligue 1,21,1998,6.0,1,2,2,100.0,0.33,0.33,0.50,0.50,27.8,0,0,0,0.0,0.0,0.02,+1.0,+1.0
James Maddison,ENG,MF,Leicester City,Premier League,23,1996,23.3,8,74,24,32.4,3.17,1.03,0.11,0.33,23.9,13,0,0,4.4,4.4,0.06,+3.6,+3.6
Mikail Maden,NOR,FW,Schalke 04,Bundesliga,18,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Joakim Mæhle,DEN,DF,Atalanta,Serie A,23,1997,13.5,0,21,6,28.6,1.55,0.44,0.00,0.00,18.8,0,0,0,1.4,1.4,0.07,-1.4,-1.4
Pablo Maffeo,ESP,DF,Huesca,La Liga,23,1997,21.8,1,11,5,45.5,0.50,0.23,0.09,0.20,18.4,0,0,0,0.7,0.7,0.06,+0.3,+0.3
Lisandro Magallán,ARG,DF,Crotone,Serie A,26,1993,24.2,1,9,2,22.2,0.37,0.08,0.11,0.50,7.2,0,0,0,1.1,1.1,0.13,-0.1,-0.1
Christian Maggio,ITA,DF,Benevento,Serie A,38,1982,3.3,0,2,0,0.0,0.61,0.00,0.00,,8.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Giulio Maggiore,ITA,MF,Spezia,Serie A,22,1998,24.6,3,39,14,35.9,1.59,0.57,0.08,0.21,15.8,0,0,0,5.1,5.1,0.13,-2.1,-2.1
Francesco Magnanelli,ITA,MF,Sassuolo,Serie A,35,1984,4.9,0,2,0,0.0,0.41,0.00,0.00,,26.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,24,1995,16.8,0,13,2,15.4,0.77,0.12,0.00,0.00,17.7,0,0,0,0.8,0.8,0.06,-0.8,-0.8
Hugo Magnetti,FRA,MF,Brest,Ligue 1,22,1998,6.7,0,9,1,11.1,1.34,0.15,0.00,0.00,26.6,0,0,0,0.3,0.3,0.03,-0.3,-0.3
Harry Maguire,ENG,DF,Manchester Utd,Premier League,27,1993,33.9,2,36,9,25.0,1.06,0.27,0.06,0.22,11.1,0,0,0,2.1,2.1,0.06,-0.1,-0.1
Abdallahi Mahmoud,MTN,MF,Alavés,La Liga,20,2000,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Hicham Mahou,FRA,DF,Nice,Ligue 1,21,1999,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Riyad Mahrez,ALG,FW,Manchester City,Premier League,29,1991,21.7,9,58,22,37.9,2.68,1.02,0.16,0.41,16.5,3,0,0,5.6,5.6,0.10,+3.4,+3.4
Arne Maier,GER,MF,Arminia,Bundesliga,21,1999,11.5,0,11,2,18.2,0.96,0.17,0.00,0.00,19.9,2,0,0,0.4,0.4,0.03,-0.4,-0.4
Arne Maier,GER,MF,Hertha BSC,Bundesliga,21,1999,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Habib Maïga,CIV,MF,Metz,Ligue 1,24,1996,29.9,1,25,6,24.0,0.84,0.20,0.04,0.17,18.0,0,0,0,2.0,2.0,0.08,-1.0,-1.0
Mike Maignan,FRA,GK,Lille,Ligue 1,25,1995,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ainsley Maitland-Niles,ENG,DF,Arsenal,Premier League,22,1997,5.4,0,2,1,50.0,0.37,0.18,0.00,0.00,20.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Ainsley Maitland-Niles,ENG,MF,West Brom,Premier League,22,1997,13.7,0,10,3,30.0,0.73,0.22,0.00,0.00,22.3,0,0,0,0.7,0.7,0.07,-0.7,-0.7
Josh Maja,NGA,FW,Bordeaux,Ligue 1,21,1998,8.9,2,19,9,47.4,2.13,1.01,0.11,0.22,14.5,0,0,0,3.1,3.1,0.16,-1.1,-1.1
Josh Maja,NGA,FW,Fulham,Premier League,21,1998,9.0,3,20,7,35.0,2.22,0.78,0.10,0.29,14.0,0,1,1,4.8,4.0,0.20,-1.8,-2.0
Radosław Majecki,POL,GK,Monaco,Ligue 1,20,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Abdul Majeed Waris,GHA,FW,Strasbourg,Ligue 1,28,1991,6.1,1,9,2,22.2,1.47,0.33,0.00,0.00,19.0,0,1,1,1.6,0.9,0.10,-0.6,-0.9
Marco Majouga,FRA,MF,Nîmes,Ligue 1,19,2001,1.4,0,5,1,20.0,3.63,0.73,0.00,0.00,25.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Jean-Victor Makengo,FRA,MF,Udinese,Serie A,22,1998,5.8,0,4,0,0.0,0.69,0.00,0.00,,24.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Nemanja Maksimović,SRB,MF,Getafe,La Liga,25,1995,30.3,1,16,4,25.0,0.53,0.13,0.06,0.25,15.8,0,0,0,1.8,1.8,0.11,-0.8,-0.8
Nikola Maksimović,SRB,DF,Napoli,Serie A,28,1991,13.4,0,5,1,20.0,0.37,0.07,0.00,0.00,7.6,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Filip Malbašić,SRB,FW,Cádiz,La Liga,27,1992,9.6,0,9,1,11.1,0.94,0.10,0.00,0.00,16.6,0,0,0,0.6,0.6,0.06,-0.6,-0.6
Kévin Malcuit,MAR,DF,Fiorentina,Serie A,29,1991,2.3,0,2,0,0.0,0.87,0.00,0.00,,21.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Kévin Malcuit,MAR,MF,Napoli,Serie A,29,1991,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Daniel Maldini,ITA,FW,Milan,Serie A,18,2001,0.3,0,1,1,100.0,3.10,3.10,0.00,0.00,17.1,0,0,0,0.1,0.1,0.15,-0.1,-0.1
Ruslan Malinovskyi,UKR,FW,Atalanta,Serie A,27,1993,20.8,8,69,23,33.3,3.31,1.10,0.10,0.30,20.6,12,1,1,6.4,5.6,0.08,+1.6,+1.4
Yunus Mallı,TUR,MF,Wolfsburg,Bundesliga,28,1992,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Hugo Mallo,ESP,DF,Celta Vigo,La Liga,29,1991,28.9,3,20,11,55.0,0.69,0.38,0.15,0.27,14.3,0,0,0,1.5,1.5,0.08,+1.5,+1.5
Mickael Malsa,MTQ,MF,Levante,La Liga,24,1995,26.0,1,25,7,28.0,0.96,0.27,0.04,0.14,21.8,0,0,0,1.6,1.6,0.06,-0.6,-0.6
Dennis Man,ROU,FW,Parma,Serie A,21,1998,7.8,2,19,6,31.6,2.45,0.77,0.11,0.33,15.0,0,0,0,2.1,2.1,0.11,-0.1,-0.1
Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,20,1999,5.1,0,4,1,25.0,0.79,0.20,0.00,0.00,22.9,1,0,0,0.2,0.2,0.06,-0.2,-0.2
Vincent Manceau,FRA,DF,Angers,Ligue 1,31,1989,25.7,0,7,3,42.9,0.27,0.12,0.00,0.00,25.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Gianluca Mancini,ITA,DF,Roma,Serie A,24,1996,31.7,4,29,12,41.4,0.92,0.38,0.14,0.33,12.1,0,0,0,2.5,2.5,0.09,+1.5,+1.5
